"Name","Location","Type","Namespace","Source","Reference Count","Offcut Ref Count"
"caseD_6","0805740c","Instruction Label","switchD_080572c4","Analysis","9","0"
"FUN_08057418","08057418","Function","Global","Default","0","1"
"FUN_08057520","08057520","Function","Global","Default","0","1"
"FUN_0805763c","0805763c","Function","Global","Default","0","1"
"FUN_08057744","08057744","Function","Global","Default","2","0"
"FUN_080577c8","080577c8","Function","Global","Default","2","0"
"FUN_080578e0","080578e0","Function","Global","Default","1","0"
"FUN_0805796c","0805796c","Function","Global","Default","1","0"
"FUN_08057a70","08057a70","Function","Global","Default","1","0"
"FUN_08057ae4","08057ae4","Function","Global","Default","0","1"
"FUN_08057c90","08057c90","Function","Global","Default","1","1"
"FUN_08057ce4","08057ce4","Function","Global","Default","1","1"
"FUN_08057d00","08057d00","Function","Global","Default","0","1"
"FUN_08057d30","08057d30","Function","Global","Default","0","1"
"FUN_08057d7c","08057d7c","Function","Global","Default","0","1"
"FUN_08057e20","08057e20","Function","Global","Default","0","1"
"switchD","08057e34","Instruction Label","switchD_08057e34","Analysis","0","0"
"switchdataD_08057e3c","08057e3c","Data Label","switchD_08057e34","Analysis","3","0"
"caseD_0","08057e64","Instruction Label","switchD_08057e34","Analysis","2","0"
"caseD_1","08057e74","Instruction Label","switchD_08057e34","Analysis","2","0"
"caseD_2","08057e82","Instruction Label","switchD_08057e34","Analysis","2","0"
"caseD_4","08057e94","Instruction Label","switchD_08057e34","Analysis","2","0"
"caseD_5","08057eb6","Instruction Label","switchD_08057e34","Analysis","0","0"
"caseD_3","08057eb6","Instruction Label","switchD_08057e34","Analysis","3","0"
"caseD_6","08057ed4","Instruction Label","switchD_08057e34","Analysis","2","0"
"caseD_7","08057ee2","Instruction Label","switchD_08057e34","Analysis","2","0"
"caseD_8","08057f00","Instruction Label","switchD_08057e34","Analysis","2","0"
"caseD_9","08057f10","Instruction Label","switchD_08057e34","Analysis","2","0"
"caseD_a","08057f2c","Instruction Label","switchD_08057e34","Analysis","5","0"
"FUN_08057f38","08057f38","Function","Global","Default","0","1"
"FUN_08058168","08058168","Function","Global","Default","0","1"
"FUN_080581d8","080581d8","Function","Global","Default","0","1"
"FUN_0805836c","0805836c","Function","Global","Default","0","1"
"FUN_08058498","08058498","Function","Global","Default","0","1"
"FUN_08058554","08058554","Function","Global","Default","0","1"
"FUN_08058914","08058914","Function","Global","Default","0","1"
"FUN_080589d4","080589d4","Function","Global","Default","0","1"
"switchD","080589e8","Instruction Label","switchD_080589e8","Analysis","0","0"
"switchdataD_080589f0","080589f0","Data Label","switchD_080589e8","Analysis","3","0"
"caseD_0","08058a08","Instruction Label","switchD_080589e8","Analysis","2","0"
"caseD_1","08058a1c","Instruction Label","switchD_080589e8","Analysis","2","0"
"caseD_2","08058a68","Instruction Label","switchD_080589e8","Analysis","2","0"
"caseD_3","08058b1c","Instruction Label","switchD_080589e8","Analysis","2","0"
"caseD_4","08058b84","Instruction Label","switchD_080589e8","Analysis","2","0"
"caseD_5","08058b98","Instruction Label","switchD_080589e8","Analysis","2","0"
"caseD_6","08058bc4","Instruction Label","switchD_080589e8","Analysis","6","0"
"FUN_08058bd0","08058bd0","Function","Global","Default","0","1"
"FUN_08058e1c","08058e1c","Function","Global","Default","0","1"
"switchD","08058e36","Instruction Label","switchD_08058e36","Analysis","0","0"
"switchdataD_08058e3c","08058e3c","Data Label","switchD_08058e36","Analysis","3","0"
"caseD_0","08058e54","Instruction Label","switchD_08058e36","Analysis","2","0"
"caseD_1","08058e62","Instruction Label","switchD_08058e36","Analysis","2","0"
"caseD_2","08058e94","Instruction Label","switchD_08058e36","Analysis","2","0"
"caseD_3","08058f3c","Instruction Label","switchD_08058e36","Analysis","2","0"
"caseD_4","08058fa8","Instruction Label","switchD_08058e36","Analysis","2","0"
"caseD_5","08058fc6","Instruction Label","switchD_08058e36","Analysis","2","0"
"caseD_6","08058fdc","Instruction Label","switchD_08058e36","Analysis","5","0"
"FUN_08058ff0","08058ff0","Function","Global","Default","0","1"
"FUN_0805908c","0805908c","Function","Global","Default","0","1"
"FUN_080594dc","080594dc","Function","Global","Default","0","1"
"FUN_080595ec","080595ec","Function","Global","Default","0","1"
"FUN_08059674","08059674","Function","Global","Default","0","1"
"FUN_080597a0","080597a0","Function","Global","Default","0","0"
"switchD","080597b2","Instruction Label","switchD_080597b2","Analysis","0","0"
"switchdataD_080597b8","080597b8","Data Label","switchD_080597b2","Analysis","3","0"
"caseD_0","080597cc","Instruction Label","switchD_080597b2","Analysis","2","0"
"caseD_1","0805983e","Instruction Label","switchD_080597b2","Analysis","2","0"
"caseD_2","0805985c","Instruction Label","switchD_080597b2","Analysis","2","0"
"caseD_3","0805986c","Instruction Label","switchD_080597b2","Analysis","2","0"
"caseD_4","08059884","Instruction Label","switchD_080597b2","Analysis","5","0"
"FUN_08059894","08059894","Function","Global","Default","0","0"
"switchD","080598aa","Instruction Label","switchD_080598aa","Analysis","0","0"
"switchdataD_080598b0","080598b0","Data Label","switchD_080598aa","Analysis","3","0"
"caseD_0","080598c4","Instruction Label","switchD_080598aa","Analysis","2","0"
"caseD_1","080599a6","Instruction Label","switchD_080598aa","Analysis","2","0"
"caseD_2","08059a12","Instruction Label","switchD_080598aa","Analysis","2","0"
"caseD_3","08059a22","Instruction Label","switchD_080598aa","Analysis","2","0"
"caseD_4","08059a3a","Instruction Label","switchD_080598aa","Analysis","5","0"
"FUN_08059a4c","08059a4c","Function","Global","Default","0","0"
"FUN_08059aa4","08059aa4","Function","Global","Default","0","1"
"FUN_08059cb4","08059cb4","Function","Global","Default","1","1"
"FUN_08059da0","08059da0","Function","Global","Default","1","1"
"FUN_08059db8","08059db8","Function","Global","Default","0","1"
"FUN_08059e00","08059e00","Function","Global","Default","0","1"
"FUN_08059e60","08059e60","Function","Global","Default","0","1"
"FUN_0805a140","0805a140","Function","Global","Default","0","1"
"FUN_0805a1e0","0805a1e0","Function","Global","Default","0","1"
"FUN_0805a230","0805a230","Function","Global","Default","0","1"
"FUN_0805a2c4","0805a2c4","Function","Global","Default","0","1"
"FUN_0805a368","0805a368","Function","Global","Default","0","1"
"FUN_0805a414","0805a414","Function","Global","Default","0","1"
"FUN_0805a4b0","0805a4b0","Function","Global","Default","0","1"
"FUN_0805a508","0805a508","Function","Global","Default","0","1"
"FUN_0805a5cc","0805a5cc","Function","Global","Default","0","1"
"FUN_0805a880","0805a880","Function","Global","Default","0","1"
"FUN_0805a8f4","0805a8f4","Function","Global","Default","0","1"
"FUN_0805ab08","0805ab08","Function","Global","Default","0","1"
"FUN_0805ab5c","0805ab5c","Function","Global","Default","0","1"
"FUN_0805ac5c","0805ac5c","Function","Global","Default","0","1"
"FUN_0805af14","0805af14","Function","Global","Default","1","0"
"FUN_0805af50","0805af50","Function","Global","Default","0","0"
"FUN_0805afac","0805afac","Function","Global","Default","0","1"
"FUN_0805b1a0","0805b1a0","Function","Global","Default","1","1"
"FUN_0805b22c","0805b22c","Function","Global","Default","1","1"
"FUN_0805b244","0805b244","Function","Global","Default","0","1"
"FUN_0805b270","0805b270","Function","Global","Default","0","1"
"FUN_0805b358","0805b358","Function","Global","Default","0","0"
"FUN_0805b420","0805b420","Function","Global","Default","0","1"
"FUN_0805b460","0805b460","Function","Global","Default","0","1"
"FUN_0805b4a8","0805b4a8","Function","Global","Default","0","1"
"FUN_0805b4d8","0805b4d8","Function","Global","Default","0","1"
"FUN_0805b5a4","0805b5a4","Function","Global","Default","0","1"
"FUN_0805b5e0","0805b5e0","Function","Global","Default","0","1"
"switchD","0805b5f4","Instruction Label","switchD_0805b5f4","Analysis","0","0"
"switchdataD_0805b5fc","0805b5fc","Data Label","switchD_0805b5f4","Analysis","3","0"
"caseD_0","0805b610","Instruction Label","switchD_0805b5f4","Analysis","2","0"
"caseD_1","0805b670","Instruction Label","switchD_0805b5f4","Analysis","2","0"
"caseD_2","0805b6c0","Instruction Label","switchD_0805b5f4","Analysis","2","0"
"caseD_3","0805b6e4","Instruction Label","switchD_0805b5f4","Analysis","2","0"
"caseD_4","0805b714","Instruction Label","switchD_0805b5f4","Analysis","2","0"
"caseD_5","0805b738","Instruction Label","switchD_0805b5f4","Analysis","6","0"
"FUN_0805b744","0805b744","Function","Global","Default","0","1"
"FUN_0805b7f0","0805b7f0","Function","Global","Default","0","1"
"FUN_0805b878","0805b878","Function","Global","Default","0","1"
"FUN_0805b8ac","0805b8ac","Function","Global","Default","1","0"
"FUN_0805b924","0805b924","Function","Global","Default","8","0"
"FUN_0805b94c","0805b94c","Function","Global","Default","0","1"
"FUN_0805ba5c","0805ba5c","Function","Global","Default","1","1"
"FUN_0805bb4c","0805bb4c","Function","Global","Default","1","1"
"FUN_0805bcdc","0805bcdc","Function","Global","Default","0","0"
"FUN_0805bcfc","0805bcfc","Function","Global","Default","0","1"
"FUN_0805bdc0","0805bdc0","Function","Global","Default","0","1"
"switchD","0805be7a","Instruction Label","switchD_0805be7a","Analysis","0","0"
"switchdataD_0805be84","0805be84","Data Label","switchD_0805be7a","Analysis","2","0"
"caseD_0","0805bea4","Instruction Label","switchD_0805be7a","Analysis","2","0"
"caseD_1","0805beae","Instruction Label","switchD_0805be7a","Analysis","2","0"
"caseD_2","0805beb2","Instruction Label","switchD_0805be7a","Analysis","2","0"
"caseD_3","0805beb6","Instruction Label","switchD_0805be7a","Analysis","2","0"
"caseD_4","0805bec8","Instruction Label","switchD_0805be7a","Analysis","2","0"
"caseD_5","0805bed2","Instruction Label","switchD_0805be7a","Analysis","2","0"
"caseD_6","0805bed6","Instruction Label","switchD_0805be7a","Analysis","2","0"
"caseD_7","0805beda","Instruction Label","switchD_0805be7a","Analysis","2","0"
"caseD_8","0805bede","Instruction Label","switchD_0805be7a","Analysis","4","0"
"FUN_0805bf10","0805bf10","Function","Global","Default","0","1"
"FUN_0805bf60","0805bf60","Function","Global","Default","0","1"
"FUN_0805c0d0","0805c0d0","Function","Global","Default","0","1"
"FUN_0805c198","0805c198","Function","Global","Default","0","1"
